2024-11-21 18:59:48,995 p=11627 u=root n=ansible | PLAY [Deploy haproxy and keepalived] *******************************************
2024-11-21 19:23:10,950 p=11806 u=root n=ansible | TASK [k8s : Persist br_netfilter module in /etc/modules-load.d/k8s.conf] *******
2024-11-21 19:23:14,176 p=11806 u=root n=ansible | changed: [192.168.57.13]
2024-11-21 19:23:14,187 p=11806 u=root n=ansible | TASK [k8s : Set sysctl parameters for Kubernetes networking] *******************
2024-11-21 19:23:16,913 p=11806 u=root n=ansible | changed: [192.168.57.13] => (item={'key': 'net.ipv4.ip_forward', 'value': '1'})
2024-11-21 19:23:18,816 p=11806 u=root n=ansible | changed: [192.168.57.13] => (item={'key': 'net.bridge.bridge-nf-call-ip6tables', 'value': '1'})
2024-11-21 19:23:20,658 p=11806 u=root n=ansible | changed: [192.168.57.13] => (item={'key': 'net.bridge.bridge-nf-call-iptables', 'value': '1'})
2024-11-21 19:23:20,671 p=11806 u=root n=ansible | TASK [k8s : Add NAT masquerade rule for interface enp0s8] **********************
2024-11-21 19:23:22,460 p=11806 u=root n=ansible | changed: [192.168.57.13]
2024-11-21 19:23:22,472 p=11806 u=root n=ansible | TASK [k8s : Ensure kubelet service is enabled and started] *********************
2024-11-21 19:23:24,202 p=11806 u=root n=ansible | changed: [192.168.57.13]
2024-11-21 19:23:24,212 p=11806 u=root n=ansible | TASK [k8s : Set controller nodes facts] ****************************************
2024-11-21 19:23:24,230 p=11806 u=root n=ansible | ok: [192.168.57.13]
2024-11-21 19:23:24,236 p=11806 u=root n=ansible | TASK [k8s : Set computer node facts] *******************************************
2024-11-21 19:23:24,262 p=11806 u=root n=ansible | ok: [192.168.57.13]
2024-11-21 19:23:24,269 p=11806 u=root n=ansible | TASK [k8s : Determine the IP address for the target interface] *****************
2024-11-21 19:23:24,295 p=11806 u=root n=ansible | ok: [192.168.57.13]
2024-11-21 19:23:24,302 p=11806 u=root n=ansible | TASK [k8s : Check if the admin file exists] ************************************
2024-11-21 19:23:26,354 p=11806 u=root n=ansible | ok: [192.168.57.13]
2024-11-21 19:23:26,366 p=11806 u=root n=ansible | TASK [k8s : Run join controllers to cluster] ***********************************
2024-11-21 19:23:26,395 p=11806 u=root n=ansible | skipping: [192.168.57.13]
2024-11-21 19:23:26,407 p=11806 u=root n=ansible | TASK [k8s : Run join compute to cluster] ***************************************
2024-11-21 19:23:26,425 p=11806 u=root n=ansible | skipping: [192.168.57.13]
2024-11-21 19:23:26,433 p=11806 u=root n=ansible | TASK [k8s : Run kubeadm init if and only if bootstrap facts not present] *******
2024-11-21 19:24:10,124 p=11806 u=root n=ansible | changed: [192.168.57.13]
2024-11-21 19:24:10,131 p=11806 u=root n=ansible | TASK [k8s : Render kubeadm-flags.env template] *********************************
2024-11-21 19:24:13,411 p=11806 u=root n=ansible | changed: [192.168.57.13]
2024-11-21 19:24:13,423 p=11806 u=root n=ansible | RUNNING HANDLER [k8s : Restart kubelet] ****************************************
2024-11-21 19:24:15,248 p=11806 u=root n=ansible | changed: [192.168.57.13]
2024-11-21 19:24:15,264 p=11806 u=root n=ansible | TASK [k8s : Add KUBECONFIG to root's bashrc] ***********************************
2024-11-21 19:24:16,920 p=11806 u=root n=ansible | changed: [192.168.57.13]
2024-11-21 19:24:16,938 p=11806 u=root n=ansible | TASK [k8s : Ensure /opt/k8s_deploy/plugins directory exists with correct permissions] ***
2024-11-21 19:24:18,420 p=11806 u=root n=ansible | changed: [192.168.57.13]
2024-11-21 19:24:18,431 p=11806 u=root n=ansible | TASK [k8s : Render all plugin template files to /opt/k8s_deploy/plugins] *******
2024-11-21 19:24:21,330 p=11806 u=root n=ansible | changed: [192.168.57.13] => (item=05_rook-ceph-common.yml.j2)
2024-11-21 19:24:24,026 p=11806 u=root n=ansible | changed: [192.168.57.13] => (item=02_calico-resources.yml.j2)
2024-11-21 19:24:27,241 p=11806 u=root n=ansible | changed: [192.168.57.13] => (item=06_rook-ceph-operator.yml.j2)
2024-11-21 19:24:29,939 p=11806 u=root n=ansible | changed: [192.168.57.13] => (item=03_ingress-nginx.yml.j2)
2024-11-21 19:24:32,519 p=11806 u=root n=ansible | changed: [192.168.57.13] => (item=08_rook-ceph-dashboard-ingress.yml.j2)
2024-11-21 19:24:35,199 p=11806 u=root n=ansible | changed: [192.168.57.13] => (item=04_rook-ceph-crds.yml.j2)
2024-11-21 19:24:37,892 p=11806 u=root n=ansible | changed: [192.168.57.13] => (item=07_rook-ceph-cluster.yml.j2)
2024-11-21 19:24:40,875 p=11806 u=root n=ansible | changed: [192.168.57.13] => (item=01_tigera-operator.yml.j2)
2024-11-21 19:24:40,882 p=11806 u=root n=ansible | TASK [k8s : Apply all YAML files in /opt/k8s_deploy/plugins using kubectl] *****
2024-11-21 19:26:07,860 p=11806 u=root n=ansible | changed: [192.168.57.13]
2024-11-21 19:26:07,868 p=11806 u=root n=ansible | TASK [k8s : Set and cache join_token fact] *************************************
2024-11-21 19:26:09,497 p=11806 u=root n=ansible | ok: [192.168.57.13]
2024-11-21 19:26:09,507 p=11806 u=root n=ansible | TASK [k8s : Cache join_token] **************************************************
2024-11-21 19:26:09,531 p=11806 u=root n=ansible | ok: [192.168.57.13]
2024-11-21 19:26:09,537 p=11806 u=root n=ansible | TASK [k8s : Set and cache cert_hash fact] **************************************
2024-11-21 19:26:10,968 p=11806 u=root n=ansible | ok: [192.168.57.13]
2024-11-21 19:26:10,982 p=11806 u=root n=ansible | TASK [k8s : Cache cert_hash] ***************************************************
2024-11-21 19:26:11,005 p=11806 u=root n=ansible | ok: [192.168.57.13]
2024-11-21 19:26:11,010 p=11806 u=root n=ansible | TASK [k8s : Set and cache cert_key fact] ***************************************
2024-11-21 19:26:12,468 p=11806 u=root n=ansible | ok: [192.168.57.13]
2024-11-21 19:26:12,482 p=11806 u=root n=ansible | TASK [k8s : Cache cert_key] ****************************************************
2024-11-21 19:26:12,511 p=11806 u=root n=ansible | ok: [192.168.57.13]
2024-11-21 19:26:12,518 p=11806 u=root n=ansible | TASK [k8s : Restart kubelet] ***************************************************
2024-11-21 19:26:14,396 p=11806 u=root n=ansible | changed: [192.168.57.13]
2024-11-21 19:26:14,415 p=11806 u=root n=ansible | PLAY [Sync actions] ************************************************************
2024-11-21 19:26:14,424 p=11806 u=root n=ansible | TASK [Gathering Facts] *********************************************************
2024-11-21 19:26:16,270 p=11806 u=root n=ansible | ok: [192.168.57.13]
2024-11-21 19:26:16,578 p=11806 u=root n=ansible | ok: [192.168.57.15]
2024-11-21 19:26:16,632 p=11806 u=root n=ansible | ok: [192.168.57.16]
2024-11-21 19:26:16,799 p=11806 u=root n=ansible | ok: [192.168.57.14]
2024-11-21 19:26:16,831 p=11806 u=root n=ansible | ok: [192.168.57.17]
2024-11-21 19:26:18,514 p=11806 u=root n=ansible | ok: [192.168.57.18]
2024-11-21 19:26:18,527 p=11806 u=root n=ansible | TASK [Sync facts] **************************************************************
2024-11-21 19:26:18,617 p=11806 u=root n=ansible | TASK [k8s : Set join_token fact] ***********************************************
2024-11-21 19:26:18,711 p=11806 u=root n=ansible | skipping: [192.168.57.13]
2024-11-21 19:26:18,716 p=11806 u=root n=ansible | ok: [192.168.57.14]
2024-11-21 19:26:18,727 p=11806 u=root n=ansible | ok: [192.168.57.15]
2024-11-21 19:26:18,729 p=11806 u=root n=ansible | ok: [192.168.57.16]
2024-11-21 19:26:18,732 p=11806 u=root n=ansible | ok: [192.168.57.17]
2024-11-21 19:26:18,740 p=11806 u=root n=ansible | ok: [192.168.57.18]
2024-11-21 19:26:18,744 p=11806 u=root n=ansible | TASK [k8s : Set cert_hash fact] ************************************************
2024-11-21 19:26:18,772 p=11806 u=root n=ansible | skipping: [192.168.57.13]
2024-11-21 19:26:18,805 p=11806 u=root n=ansible | ok: [192.168.57.14]
2024-11-21 19:26:18,825 p=11806 u=root n=ansible | ok: [192.168.57.15]
2024-11-21 19:26:18,830 p=11806 u=root n=ansible | ok: [192.168.57.17]
2024-11-21 19:26:18,838 p=11806 u=root n=ansible | ok: [192.168.57.16]
2024-11-21 19:26:18,845 p=11806 u=root n=ansible | ok: [192.168.57.18]
2024-11-21 19:26:18,850 p=11806 u=root n=ansible | TASK [k8s : Set cert_key fact] *************************************************
2024-11-21 19:26:18,874 p=11806 u=root n=ansible | skipping: [192.168.57.13]
2024-11-21 19:26:18,927 p=11806 u=root n=ansible | ok: [192.168.57.14]
2024-11-21 19:26:18,938 p=11806 u=root n=ansible | ok: [192.168.57.16]
2024-11-21 19:26:18,940 p=11806 u=root n=ansible | ok: [192.168.57.15]
2024-11-21 19:26:18,946 p=11806 u=root n=ansible | ok: [192.168.57.17]
2024-11-21 19:26:18,960 p=11806 u=root n=ansible | ok: [192.168.57.18]
2024-11-21 19:26:18,972 p=11806 u=root n=ansible | PLAY [Join to cluster] *********************************************************
2024-11-21 19:26:18,976 p=11806 u=root n=ansible | TASK [Gathering Facts] *********************************************************
2024-11-21 19:26:20,693 p=11806 u=root n=ansible | ok: [192.168.57.13]
2024-11-21 19:26:20,768 p=11806 u=root n=ansible | ok: [192.168.57.14]
2024-11-21 19:26:20,789 p=11806 u=root n=ansible | ok: [192.168.57.15]
2024-11-21 19:26:20,835 p=11806 u=root n=ansible | ok: [192.168.57.16]
2024-11-21 19:26:21,301 p=11806 u=root n=ansible | ok: [192.168.57.17]
2024-11-21 19:26:22,568 p=11806 u=root n=ansible | ok: [192.168.57.18]
2024-11-21 19:26:22,587 p=11806 u=root n=ansible | TASK [Deploy k8s cluster] ******************************************************
2024-11-21 19:26:22,685 p=11806 u=root n=ansible | TASK [k8s : Include vars if file exists] ***************************************
2024-11-21 19:26:22,707 p=12572 u=root n=ansible | [WARNING]: While constructing a mapping from
/vagrant/ansible/playbooks/roles/k8s/vars/linux/Ubuntu/default.yml, line 3,
column 1, found a duplicate dict key (k8s_version). Using last defined value
only.

2024-11-21 19:26:22,715 p=12572 u=root n=ansible | [WARNING]: While constructing a mapping from
/vagrant/ansible/playbooks/roles/k8s/vars/linux/Ubuntu/22.04.yml, line 3,
column 1, found a duplicate dict key (k8s_version). Using last defined value
only.

2024-11-21 19:26:22,716 p=11806 u=root n=ansible | ok: [192.168.57.13] => (item=linux/default.yml)
2024-11-21 19:26:22,716 p=11806 u=root n=ansible | ok: [192.168.57.13] => (item=linux/Ubuntu/default.yml)
2024-11-21 19:26:22,729 p=11806 u=root n=ansible | ok: [192.168.57.13] => (item=linux/Ubuntu/22.04.yml)
2024-11-21 19:26:22,738 p=12573 u=root n=ansible | [WARNING]: While constructing a mapping from
/vagrant/ansible/playbooks/roles/k8s/vars/linux/Ubuntu/default.yml, line 3,
column 1, found a duplicate dict key (k8s_version). Using last defined value
only.

2024-11-21 19:26:22,743 p=12573 u=root n=ansible | [WARNING]: While constructing a mapping from
/vagrant/ansible/playbooks/roles/k8s/vars/linux/Ubuntu/22.04.yml, line 3,
column 1, found a duplicate dict key (k8s_version). Using last defined value
only.

2024-11-21 19:26:22,745 p=11806 u=root n=ansible | ok: [192.168.57.14] => (item=linux/default.yml)
2024-11-21 19:26:22,747 p=11806 u=root n=ansible | ok: [192.168.57.14] => (item=linux/Ubuntu/default.yml)
2024-11-21 19:26:22,751 p=11806 u=root n=ansible | ok: [192.168.57.14] => (item=linux/Ubuntu/22.04.yml)
2024-11-21 19:26:22,759 p=12575 u=root n=ansible | [WARNING]: While constructing a mapping from
/vagrant/ansible/playbooks/roles/k8s/vars/linux/Ubuntu/default.yml, line 3,
column 1, found a duplicate dict key (k8s_version). Using last defined value
only.

2024-11-21 19:26:22,763 p=11806 u=root n=ansible | ok: [192.168.57.15] => (item=linux/default.yml)
2024-11-21 19:26:22,766 p=11806 u=root n=ansible | ok: [192.168.57.15] => (item=linux/Ubuntu/default.yml)
2024-11-21 19:26:22,776 p=12575 u=root n=ansible | [WARNING]: While constructing a mapping from
/vagrant/ansible/playbooks/roles/k8s/vars/linux/Ubuntu/22.04.yml, line 3,
column 1, found a duplicate dict key (k8s_version). Using last defined value
only.

2024-11-21 19:26:22,779 p=12576 u=root n=ansible | [WARNING]: While constructing a mapping from
/vagrant/ansible/playbooks/roles/k8s/vars/linux/Ubuntu/default.yml, line 3,
column 1, found a duplicate dict key (k8s_version). Using last defined value
only.

2024-11-21 19:26:22,780 p=11806 u=root n=ansible | ok: [192.168.57.16] => (item=linux/default.yml)
2024-11-21 19:26:22,784 p=11806 u=root n=ansible | ok: [192.168.57.16] => (item=linux/Ubuntu/default.yml)
2024-11-21 19:26:22,784 p=11806 u=root n=ansible | ok: [192.168.57.15] => (item=linux/Ubuntu/22.04.yml)
2024-11-21 19:26:22,786 p=12576 u=root n=ansible | [WARNING]: While constructing a mapping from
/vagrant/ansible/playbooks/roles/k8s/vars/linux/Ubuntu/22.04.yml, line 3,
column 1, found a duplicate dict key (k8s_version). Using last defined value
only.

2024-11-21 19:26:22,790 p=11806 u=root n=ansible | ok: [192.168.57.16] => (item=linux/Ubuntu/22.04.yml)
2024-11-21 19:26:22,795 p=12580 u=root n=ansible | [WARNING]: While constructing a mapping from
/vagrant/ansible/playbooks/roles/k8s/vars/linux/Ubuntu/default.yml, line 3,
column 1, found a duplicate dict key (k8s_version). Using last defined value
only.

2024-11-21 19:26:22,796 p=11806 u=root n=ansible | ok: [192.168.57.18] => (item=linux/default.yml)
2024-11-21 19:26:22,799 p=11806 u=root n=ansible | ok: [192.168.57.18] => (item=linux/Ubuntu/default.yml)
2024-11-21 19:26:22,801 p=12580 u=root n=ansible | [WARNING]: While constructing a mapping from
/vagrant/ansible/playbooks/roles/k8s/vars/linux/Ubuntu/22.04.yml, line 3,
column 1, found a duplicate dict key (k8s_version). Using last defined value
only.

2024-11-21 19:26:22,802 p=12578 u=root n=ansible | [WARNING]: While constructing a mapping from
/vagrant/ansible/playbooks/roles/k8s/vars/linux/Ubuntu/default.yml, line 3,
column 1, found a duplicate dict key (k8s_version). Using last defined value
only.

2024-11-21 19:26:22,803 p=11806 u=root n=ansible | ok: [192.168.57.17] => (item=linux/default.yml)
2024-11-21 19:26:22,803 p=11806 u=root n=ansible | ok: [192.168.57.18] => (item=linux/Ubuntu/22.04.yml)
2024-11-21 19:26:22,807 p=11806 u=root n=ansible | ok: [192.168.57.17] => (item=linux/Ubuntu/default.yml)
2024-11-21 19:26:22,811 p=12578 u=root n=ansible | [WARNING]: While constructing a mapping from
/vagrant/ansible/playbooks/roles/k8s/vars/linux/Ubuntu/22.04.yml, line 3,
column 1, found a duplicate dict key (k8s_version). Using last defined value
only.

2024-11-21 19:26:22,813 p=11806 u=root n=ansible | ok: [192.168.57.17] => (item=linux/Ubuntu/22.04.yml)
2024-11-21 19:26:22,818 p=11806 u=root n=ansible | TASK [k8s : Check if the OS is Ubuntu] *****************************************
2024-11-21 19:26:22,843 p=11806 u=root n=ansible | ok: [192.168.57.13]
2024-11-21 19:26:22,863 p=11806 u=root n=ansible | ok: [192.168.57.14]
2024-11-21 19:26:22,872 p=11806 u=root n=ansible | ok: [192.168.57.15]
2024-11-21 19:26:22,873 p=11806 u=root n=ansible | ok: [192.168.57.16]
2024-11-21 19:26:22,879 p=11806 u=root n=ansible | ok: [192.168.57.17]
2024-11-21 19:26:22,885 p=11806 u=root n=ansible | ok: [192.168.57.18]
2024-11-21 19:26:22,889 p=11806 u=root n=ansible | TASK [k8s : Include Ubuntu tasks] **********************************************
2024-11-21 19:26:22,980 p=11806 u=root n=ansible | included: /vagrant/ansible/playbooks/roles/k8s/tasks/linux/Ubuntu/main.yml for 192.168.57.13, 192.168.57.14, 192.168.57.15, 192.168.57.16, 192.168.57.17, 192.168.57.18
2024-11-21 19:26:23,026 p=11806 u=root n=ansible | TASK [k8s : Ensure GPG package is installed] ***********************************
2024-11-21 19:26:26,602 p=11806 u=root n=ansible | ok: [192.168.57.16]
2024-11-21 19:26:26,715 p=11806 u=root n=ansible | ok: [192.168.57.15]
2024-11-21 19:26:26,791 p=11806 u=root n=ansible | ok: [192.168.57.17]
2024-11-21 19:26:26,851 p=11806 u=root n=ansible | ok: [192.168.57.14]
2024-11-21 19:26:28,707 p=11806 u=root n=ansible | ok: [192.168.57.13]
2024-11-21 19:26:29,939 p=11806 u=root n=ansible | ok: [192.168.57.18]
2024-11-21 19:26:29,948 p=11806 u=root n=ansible | TASK [k8s : Ensure /etc/apt/keyrings directory exists] *************************
2024-11-21 19:26:31,341 p=11806 u=root n=ansible | ok: [192.168.57.13]
2024-11-21 19:26:31,369 p=11806 u=root n=ansible | ok: [192.168.57.15]
2024-11-21 19:26:31,377 p=11806 u=root n=ansible | ok: [192.168.57.14]
2024-11-21 19:26:31,634 p=11806 u=root n=ansible | ok: [192.168.57.16]
2024-11-21 19:26:31,636 p=11806 u=root n=ansible | ok: [192.168.57.17]
2024-11-21 19:26:33,080 p=11806 u=root n=ansible | ok: [192.168.57.18]
2024-11-21 19:26:33,087 p=11806 u=root n=ansible | TASK [k8s : Add Docker GPG key] ************************************************
2024-11-21 19:26:35,079 p=11806 u=root n=ansible | changed: [192.168.57.16]
2024-11-21 19:26:35,188 p=11806 u=root n=ansible | ok: [192.168.57.13]
2024-11-21 19:26:35,243 p=11806 u=root n=ansible | changed: [192.168.57.15]
2024-11-21 19:26:35,312 p=11806 u=root n=ansible | changed: [192.168.57.14]
2024-11-21 19:26:35,528 p=11806 u=root n=ansible | changed: [192.168.57.17]
2024-11-21 19:26:37,275 p=11806 u=root n=ansible | changed: [192.168.57.18]
2024-11-21 19:26:37,283 p=11806 u=root n=ansible | TASK [k8s : Add Docker repository] *********************************************
2024-11-21 19:26:38,895 p=11806 u=root n=ansible | ok: [192.168.57.13]
2024-11-21 19:26:44,751 p=11806 u=root n=ansible | changed: [192.168.57.17]
2024-11-21 19:26:45,127 p=11806 u=root n=ansible | changed: [192.168.57.15]
2024-11-21 19:26:45,216 p=11806 u=root n=ansible | changed: [192.168.57.14]
2024-11-21 19:26:45,682 p=11806 u=root n=ansible | changed: [192.168.57.16]
2024-11-21 19:26:46,501 p=11806 u=root n=ansible | changed: [192.168.57.18]
2024-11-21 19:26:46,515 p=11806 u=root n=ansible | TASK [k8s : Download Kubernetes GPG key and save it as a keyring] **************
2024-11-21 19:26:48,140 p=11806 u=root n=ansible | ok: [192.168.57.13]
2024-11-21 19:26:48,191 p=11806 u=root n=ansible | changed: [192.168.57.15]
2024-11-21 19:26:48,244 p=11806 u=root n=ansible | changed: [192.168.57.16]
2024-11-21 19:26:48,323 p=11806 u=root n=ansible | changed: [192.168.57.14]
2024-11-21 19:26:48,492 p=11806 u=root n=ansible | changed: [192.168.57.17]
2024-11-21 19:26:50,335 p=11806 u=root n=ansible | changed: [192.168.57.18]
2024-11-21 19:26:50,343 p=11806 u=root n=ansible | TASK [k8s : Convert GPG key to keyring format] *********************************
2024-11-21 19:26:51,803 p=11806 u=root n=ansible | changed: [192.168.57.17]
2024-11-21 19:26:51,808 p=11806 u=root n=ansible | ok: [192.168.57.13]
2024-11-21 19:26:51,809 p=11806 u=root n=ansible | changed: [192.168.57.15]
2024-11-21 19:26:51,831 p=11806 u=root n=ansible | changed: [192.168.57.16]
2024-11-21 19:26:52,128 p=11806 u=root n=ansible | changed: [192.168.57.14]
2024-11-21 19:26:53,607 p=11806 u=root n=ansible | changed: [192.168.57.18]
2024-11-21 19:26:53,614 p=11806 u=root n=ansible | TASK [k8s : Add Kubernetes repository to APT sources] **************************
2024-11-21 19:26:55,854 p=11806 u=root n=ansible | ok: [192.168.57.13]
2024-11-21 19:26:56,286 p=11806 u=root n=ansible | changed: [192.168.57.15]
2024-11-21 19:26:56,291 p=11806 u=root n=ansible | changed: [192.168.57.16]
2024-11-21 19:26:56,385 p=11806 u=root n=ansible | changed: [192.168.57.17]
2024-11-21 19:26:56,990 p=11806 u=root n=ansible | changed: [192.168.57.14]
2024-11-21 19:26:59,133 p=11806 u=root n=ansible | changed: [192.168.57.18]
2024-11-21 19:26:59,147 p=11806 u=root n=ansible | TASK [k8s : Install packages] **************************************************
2024-11-21 19:27:03,039 p=11806 u=root n=ansible | ok: [192.168.57.13]
2024-11-21 19:27:30,353 p=11806 u=root n=ansible | changed: [192.168.57.15]
2024-11-21 19:27:32,087 p=11806 u=root n=ansible | changed: [192.168.57.16]
2024-11-21 19:27:32,403 p=11806 u=root n=ansible | changed: [192.168.57.14]
2024-11-21 19:27:32,859 p=11806 u=root n=ansible | changed: [192.168.57.17]
2024-11-21 19:27:34,699 p=11806 u=root n=ansible | changed: [192.168.57.18]
2024-11-21 19:27:34,713 p=11806 u=root n=ansible | TASK [k8s : Hold the kubelet, kubeadm, and kubectl packages] *******************
2024-11-21 19:27:38,916 p=11806 u=root n=ansible | changed: [192.168.57.17] => (item=kubelet)
2024-11-21 19:27:38,918 p=11806 u=root n=ansible | changed: [192.168.57.15] => (item=kubelet)
2024-11-21 19:27:38,919 p=11806 u=root n=ansible | changed: [192.168.57.16] => (item=kubelet)
2024-11-21 19:27:38,920 p=11806 u=root n=ansible | changed: [192.168.57.14] => (item=kubelet)
2024-11-21 19:27:38,921 p=11806 u=root n=ansible | changed: [192.168.57.13] => (item=kubelet)
2024-11-21 19:27:38,923 p=11806 u=root n=ansible | changed: [192.168.57.15] => (item=kubeadm)
2024-11-21 19:27:38,923 p=11806 u=root n=ansible | changed: [192.168.57.17] => (item=kubeadm)
2024-11-21 19:27:38,924 p=11806 u=root n=ansible | changed: [192.168.57.16] => (item=kubeadm)
2024-11-21 19:27:38,925 p=11806 u=root n=ansible | changed: [192.168.57.14] => (item=kubeadm)
2024-11-21 19:27:38,926 p=11806 u=root n=ansible | changed: [192.168.57.13] => (item=kubeadm)
2024-11-21 19:27:38,927 p=11806 u=root n=ansible | changed: [192.168.57.17] => (item=kubectl)
2024-11-21 19:27:39,017 p=11806 u=root n=ansible | changed: [192.168.57.15] => (item=kubectl)
2024-11-21 19:27:39,231 p=11806 u=root n=ansible | changed: [192.168.57.16] => (item=kubectl)
2024-11-21 19:27:39,279 p=11806 u=root n=ansible | changed: [192.168.57.13] => (item=kubectl)
2024-11-21 19:27:39,412 p=11806 u=root n=ansible | changed: [192.168.57.14] => (item=kubectl)
2024-11-21 19:27:40,517 p=11806 u=root n=ansible | changed: [192.168.57.18] => (item=kubelet)
2024-11-21 19:27:42,245 p=11806 u=root n=ansible | changed: [192.168.57.18] => (item=kubeadm)
2024-11-21 19:27:43,923 p=11806 u=root n=ansible | changed: [192.168.57.18] => (item=kubectl)
2024-11-21 19:27:43,933 p=11806 u=root n=ansible | TASK [k8s : Stop apparmor service] *********************************************
2024-11-21 19:27:45,430 p=11806 u=root n=ansible | ok: [192.168.57.13]
2024-11-21 19:27:45,437 p=11806 u=root n=ansible | changed: [192.168.57.17]
2024-11-21 19:27:45,506 p=11806 u=root n=ansible | changed: [192.168.57.14]
2024-11-21 19:27:45,517 p=11806 u=root n=ansible | changed: [192.168.57.15]
2024-11-21 19:27:45,603 p=11806 u=root n=ansible | changed: [192.168.57.16]
2024-11-21 19:27:47,125 p=11806 u=root n=ansible | changed: [192.168.57.18]
2024-11-21 19:27:47,139 p=11806 u=root n=ansible | TASK [k8s : Disable apparmor service] ******************************************
2024-11-21 19:27:48,556 p=11806 u=root n=ansible | ok: [192.168.57.13]
2024-11-21 19:27:49,295 p=11806 u=root n=ansible | changed: [192.168.57.14]
2024-11-21 19:27:49,335 p=11806 u=root n=ansible | changed: [192.168.57.17]
2024-11-21 19:27:49,340 p=11806 u=root n=ansible | changed: [192.168.57.16]
2024-11-21 19:27:49,384 p=11806 u=root n=ansible | changed: [192.168.57.15]
2024-11-21 19:27:50,871 p=11806 u=root n=ansible | changed: [192.168.57.18]
2024-11-21 19:27:50,884 p=11806 u=root n=ansible | TASK [k8s : Render containerd/config.toml template] ****************************
2024-11-21 19:27:52,981 p=11806 u=root n=ansible | ok: [192.168.57.13]
2024-11-21 19:27:53,370 p=11806 u=root n=ansible | changed: [192.168.57.17]
2024-11-21 19:27:53,547 p=11806 u=root n=ansible | changed: [192.168.57.15]
2024-11-21 19:27:53,575 p=11806 u=root n=ansible | changed: [192.168.57.16]
2024-11-21 19:27:53,787 p=11806 u=root n=ansible | changed: [192.168.57.14]
2024-11-21 19:27:55,901 p=11806 u=root n=ansible | changed: [192.168.57.18]
2024-11-21 19:27:55,907 p=11806 u=root n=ansible | RUNNING HANDLER [k8s : Start containerd] ***************************************
2024-11-21 19:27:57,403 p=11806 u=root n=ansible | ok: [192.168.57.15]
2024-11-21 19:27:57,406 p=11806 u=root n=ansible | ok: [192.168.57.17]
2024-11-21 19:27:57,431 p=11806 u=root n=ansible | ok: [192.168.57.18]
2024-11-21 19:27:57,473 p=11806 u=root n=ansible | ok: [192.168.57.16]
2024-11-21 19:27:57,738 p=11806 u=root n=ansible | ok: [192.168.57.14]
2024-11-21 19:27:57,739 p=11806 u=root n=ansible | RUNNING HANDLER [k8s : Restart containerd] *************************************
2024-11-21 19:27:59,397 p=11806 u=root n=ansible | changed: [192.168.57.17]
2024-11-21 19:27:59,439 p=11806 u=root n=ansible | changed: [192.168.57.16]
2024-11-21 19:27:59,443 p=11806 u=root n=ansible | changed: [192.168.57.15]
2024-11-21 19:27:59,474 p=11806 u=root n=ansible | changed: [192.168.57.18]
2024-11-21 19:27:59,619 p=11806 u=root n=ansible | changed: [192.168.57.14]
2024-11-21 19:27:59,628 p=11806 u=root n=ansible | TASK [k8s : Stop the UFW service] **********************************************
2024-11-21 19:28:01,144 p=11806 u=root n=ansible | ok: [192.168.57.13]
2024-11-21 19:28:01,148 p=11806 u=root n=ansible | changed: [192.168.57.14]
2024-11-21 19:28:01,188 p=11806 u=root n=ansible | changed: [192.168.57.17]
2024-11-21 19:28:01,192 p=11806 u=root n=ansible | changed: [192.168.57.15]
2024-11-21 19:28:01,264 p=11806 u=root n=ansible | changed: [192.168.57.16]
2024-11-21 19:28:02,823 p=11806 u=root n=ansible | changed: [192.168.57.18]
2024-11-21 19:28:02,834 p=11806 u=root n=ansible | TASK [k8s : Disable the UFW service] *******************************************
2024-11-21 19:28:04,280 p=11806 u=root n=ansible | ok: [192.168.57.13]
2024-11-21 19:28:04,919 p=11806 u=root n=ansible | changed: [192.168.57.15]
2024-11-21 19:28:05,002 p=11806 u=root n=ansible | changed: [192.168.57.14]
2024-11-21 19:28:05,031 p=11806 u=root n=ansible | changed: [192.168.57.17]
2024-11-21 19:28:05,110 p=11806 u=root n=ansible | changed: [192.168.57.16]
2024-11-21 19:28:06,305 p=11806 u=root n=ansible | changed: [192.168.57.18]
2024-11-21 19:28:06,315 p=11806 u=root n=ansible | TASK [k8s : Ensure swap is turned off] *****************************************
2024-11-21 19:28:07,775 p=11806 u=root n=ansible | ok: [192.168.57.17]
2024-11-21 19:28:07,798 p=11806 u=root n=ansible | ok: [192.168.57.14]
2024-11-21 19:28:07,811 p=11806 u=root n=ansible | ok: [192.168.57.13]
2024-11-21 19:28:07,820 p=11806 u=root n=ansible | ok: [192.168.57.15]
2024-11-21 19:28:07,849 p=11806 u=root n=ansible | ok: [192.168.57.16]
2024-11-21 19:28:09,348 p=11806 u=root n=ansible | ok: [192.168.57.18]
2024-11-21 19:28:09,356 p=11806 u=root n=ansible | TASK [k8s : Ensure swap is disabled in /etc/fstab] *****************************
2024-11-21 19:28:10,711 p=11806 u=root n=ansible | ok: [192.168.57.13]
2024-11-21 19:28:10,753 p=11806 u=root n=ansible | ok: [192.168.57.16]
2024-11-21 19:28:10,762 p=11806 u=root n=ansible | ok: [192.168.57.17]
2024-11-21 19:28:10,820 p=11806 u=root n=ansible | ok: [192.168.57.15]
2024-11-21 19:28:11,007 p=11806 u=root n=ansible | ok: [192.168.57.14]
